,source_id,row_index,segment_idx,transliteration,translation
1642,,1645,0,1.5 GÍN KÙ.BABBAR ta-áš-me-tum 1.5 GÍN KÙ.BABBAR šé-bi₄-lá,1.5 shekel of silver: Tašmētum.
1643,,1646,0,a-na DAM.GÀR ú zu-ku-a qí-bi-ma um-ma PUZUR₄-a-šur ú SIG₅-pí-a-šur-ma a ma-lá tù-na-ḫi-da-ni-a-tí-ni ku-nu-ki ša a-ni-na ni-iš-ru-ma 2 GÚ 8.3333 ma-na AN.NA ni-is-ni-iq ŠÀ.BA 1 GÚ 4.5 ma-na AN.NA ku-nu-ki-ni ṣí-li-a ù ú-ṣur-ša-IŠTAR na-áš-ú-ni-ku-nu-tí ší-tí AN.NA 1 GÚ 3.8333 ma-na AN.NA ku-nu-ki-ni ú ku-nu-uk ṣí-li-a i bé-et gu₅-ba-áb-tim né-zi-ib AN.NA ša né-zi-bu 5 le-ú 1 GÚ šu-qú-ul-ta-áš-nu 1 le-um 3.8333 ma-na 2 ma-na URUDU a-na ṣú-ḫa-ri dí-na-ma a-na É ub-ri a-šar AN.NA i-ba-ší-ú lu-ub-lu-nim a ma-lá tí-ir-tí-ku-nu a-na-ḫi-id,"To the merchant and Zukuwa from Puzur-Aššur and Damiq-pī-Aššur: As you instructed us we broke Annina's seal and checked 2 talents 8.3333 minas of tin. Thereof Ṣilliya and Uṣur-ša-Ištar bring you 1 talent 4.5 minas of tin under our seals. The rest of the tin, 1 talent 3.8333 minas of tin, we left in the house of the priestess under our seals and the seal of Ṣilliya. As for the tin we left, 5 bars weighed 1 talent, 1 bar 3.8333 minas. Give 2 minas of copper to the servants and let them bring it to the inn where the tin is. I shall pay attention to your instructions."
1644,,1647,0,a-na šu-ta-mu-zi e-lá-a a-ba-ba ù lá-ma-sí qí-bi-ma um-ma a-dí-da ù a-lá-ḫu-um-ma KIŠIB ma-ma-ḫi-ir DUMU a-mur-IŠTAR KIŠIB en-na-sú-in DUMU i-dí-a-bi₄-im 18.6666 GÍN 15 ŠE a-ni-qí ša a-mu-tim i-tur₄-DINGIR a-na en-um-a-šur i-dí-in eq-lam a-na-num ù a-lá-num a-šu-mì en-um-a-šur-ma e-tí-iq a-mu-tám i-da-ma 22.5 ma-na KÙ.BABBAR ša lá-qé-ep a-na <gap> tám-kà-ru-um a-mu-tum i-na-dí-in-ma 22.5 ma-na KÙ BABBAR en-um-a-šur i-lá-qé-ma ší-tí KÙ.BABBAR-pì-im i-tur₄-DINGIR i-lá-qé šu-ma a-mu-tám lá i-tí-dí-in a-mu-tám en-um-a-šur a-na i-tur₄-DINGIR ú-ta-ar-ma KÙ.BABBAR-šu i-tur₄-DINGIR a-na en-um-a-šur i-ša-qal 0.3333 ma-na ší-kà-tám ù 2 ku-ta-ni dam-qú-tim i-tur₄-DINGIR a-na en-um-a-šur a ší-a-ma-tim i-dí-in a-na-num ù a-lá-num eq-lam a-šu-mì i-tur₄-DINGIR e-tí-iq a ma-lá ṭup-pì-im ḫa-ar-mì-im ša ú-kà-lu a-ma <gap>,"To Šu-Tammuzi, Elaya, Abada and Lamassī from Adida and Ali-ahum: Under the seal of Man-mahir son of Amur-Ištar (and) Enna-Suen son of Iddin-abum Itūr-ilī gave 18.6666 shekels 15 grains in the form of rings of iron to Ennam-Aššur. From here and from there it will pass overland in the name of Ennam-Aššur. He shall sell the iron and for the 22.5 minas of silver that Lā-qēp (owes to a merchant, the name of the merchant has been announced: Ennam-Aššur is the merchant.) The iron will be sold and Ennam-Aššur will recieve 22.5 minas of silver, and then Itūr-ilī will recieve the rest of the silver. If he has not sold the iron Ennam-Aššur will return the iron to Itūr-ilī and Itūr-ilī will pay silver for it to Ennam-Aššur. Itūr-ilī gave 0.3333 mina of beads(?) plus 2 good to Ennam-Aššur for purchases. From here and from there it will pass overland in the name of Itūr-Ilī. In accordance with the certified tablet that I hold <gap>"
1645,,1648,0,um-ma en-na-sú-in ù en-um-a-šùr-ma a-na um-ma-za ù tù-ta-a um-ma en-na-sú-in-ma a-na um-ma-za qí-bi-ma a-ḫi a-ta eb-ri a-ta a-ta ù tù-ta-a a-ṣé-er lá-qé-ep i-na ší-a-ri-im ù ša-am-šu-wa-im ki-ma ša a-na ra-mì-ni-kà ù i-a-tim tù-uš-ta-ba-ru-ú-ni iḫ-da-ma a-na ma-lá na-áš-pé-er-tí-ni ša a-na ṣé-er la-qé-pí-im ù {d}e-šu-ba-ni ni-iš-pu-ra-ni i-na ša-ḫa-at lá-qé-pí-im i-zi-za-ma iḫ-da-ma i-na pá-ni-im-ma pu-ùḫ-ri-im ta-e-ra-ma a-lam₅-ki mu-ùḫ-ra-ma a-na ma-lá ša na-ru-qí-im ki-ma a-wa-tum ša a-lim{ki} da-na-a-ni-ma ṭup-pu-um GÁN-lam₅ ú-ku-ša-ni a-na a-lim{ki} ta-e-ra-ma ṭup-pá-am ša dí-in a-lim{ki} le-qé-a-nim-ma ša ki-ma ší-ma-at ša-lim-a-šùr ša a-lim{ki} ra-bi-ṣa-ni-ma ṭup-pu-um ša lim ša šál-ma-a-šùr ša ba-áb né-bi-ri-šu a-wa-sú iq-bi₄-ú-ma ṭup-pu-um a-na i-li-a DUMU e-lá-lí pá-aq-du-ni ṭup-pu-um šu-ut i-mu-tù-ni ṭup-pá-am ša dí-in a-lim{ki} le-qé-a-nim-ma ša ki-ma ṭup-pu-um ša a-na i-li-a,"From Enna-Suen and Ennam-Aššur to Ummaza and Tutaya; from Enna-Suen to Ummaza: My dear brother and friend, you and Tutaya, pay attention morning and day towards Lā-qēp as you would be persistent towards your own affairs and mine, assist Lā-qēpum in accordance with our missive that we sent to Lā-qēpum and Ešu-bāni, and take care to react at the first assembly- meeting and confront the City, turn back to the City concerning the joint-stock capital since the orders of the City are strict, and the tablet abroad has been superseeded, and get a tablet with a verdict of the City stating that since the will of Šalim-Aššur of the City lies around, the tablet of Šalim-Aššur in which he spoke his will when he passed away, and which was entrusted to Iliya son of Elāli, that this tablet will be invalid. Get a tablet with a verdict of the City stating that the tablet which was entrusted to Iliya is invalid and that the sons of Šalim-Aššur shall go to the City with the attorney and debate on the basis of their will (made) in the City. Get a tablet from the City with this content and send it with Tutaya. Do not cause him any delay. Here we are agreed with Tutaya. Write his name in the tablet from the City. To Ummaza: Take care to assist Lā-qēpum and get a tablet from the City. We too are men capable of doing favours. We shall show you one! Tutaya brings a belt for your waist."
1646,,1649,0,um-ma a-šur-{d}UTU-ši ù da-da-a-ma a-na a-lá-ḫi-im qí-bi-ma 1 ma-na KÙ.BABBAR ku-nu-ki-ni ili₅-we-da-ak na-áš-a-kum 10 GÍN ḫu-sà-ru-um SIG₅ wa-at-ra-am le-qé-a-am ší-tí KÙ.BABBAR sà-am-tum mì-iš-lúm kà-bu-tum mì-iš-lúm a-ra-ak-tum lu ra-bi₄-a-at ku-nu-uk-ma a-na ili₅-we-da-ak dí-in-ma iš-tí a-li-ke-e pá-ni-ma ṭur₄-da-šu a-we-el gi₅-mì-li né-nu,"From Aššur-šamšī and Dadaya to Ali-ahum: Ilī-wēdāku brings you 1 mina of silver under our seals. Take 10 shekels of extra-fine lapis lazuli for me. For the rest of the silver seal carnelian, half of it heavy, half long - it should be big! - and give it to Ilī-wēdāku and send him with the first travellers. We are men who can do favours. "
1647,,1650,0,14 GÍN KÙ.BABBAR.KI da-ra-ší 13-<gap> GÍN KÙ.BABBAR.KI ma-ma-ḫi-ir 0.3333 ma-na 5 GÍN KÙ.BABBAR a-šu-mì lu-lu áš-qúl 7 GÍN KÙ.BABBAR.KI i-dí-ku-bi₄-im DUMU ší-ip-ri-im 0.3333 ma-na KÙ.BABBAR i-na KÙ.BABBAR-pì-a le-qé-a-ma a-na da-ra-ší dí-na,"14 shekels of silver owed by Daraši; 13-<gap> shekels of silver owed by Man-mahir; I paid 0.3333 mina 5 shekels of silver on behalf of Lulu; 7 shekels of silver owed by Iddin-Kūbum, the son of the envoy; take 0.3333 mina of silver of my silver and give it to Daraši."
1648,,1651,0,ṭup-pá-am a-nim ša i-ṣé-ri-kà ṭá-bu li-iš-ta-sí-a,Let them (fem.) read aloud this tablet which is pleasing to you.
1649,,1652,0,1 GÍN KÙ.BABBAR KI DINGIR-ra-bi,1 shekel of silver owed by Ilī-rabi.
1650,,1653,0,<gap> ú-ku-ul-ti <gap> ú-ku-ul-ti-šu-nu <gap> 5 ANŠE.ḪI.A <gap>-šu-nu <gap> URUDU áš-qúl <gap> da-tum <gap>-be lu a-la-qé <gap>-ri <gap>-zi-im <gap> a-na wa-aḫ-šu-ša-na <gap> 1.5 ma-na URUDU <gap> i-na wa-ar-ki-im i-nu-mì bi-<gap>-ki-im a-na wa-aḫ-šu-ša-na a-li-ku-ú 0.5 ma-na da-tum ik-šu-da-ni,<gap> fodder <gap> fodder <gap> 5 donkeys <gap> their fodder(?) <gap> I paid.
1651,,1654,0,um-ma ša-lim-a-šùr pu-šu-ki-in ù sà-ba-sí-a-ma a-na ì-lí-iš-ti-kál qí-bi-ma 16 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ù 1 ma-na 17 GÍN KÙ.GI pá-ša-lam ša-du-a-sú ša-bu ku-lu-ma-a na-áš-a-kum KÙ.GI da-mì-iq wa-ta-ar a-na-kam-ma 10 GÍN.TA ú-ba-al 4 GÚ AN.NA ú-tù-ra-e-šu ù li-wi-sú li-we-tum lu TÚG ku-ta-nu lu ša-ak-ṣú ù a ší-ti KÙ.BABBAR ku-ta-ni ša-a-ma iš-tí a-li-ki-im pá-né-e-ma ab-kam-ma a-na na-ab-ri-tim li-ik-šu-dam-ma a-na tám-kà-ri-kà li-ba-am dì-in KÙ.BABBAR 1 GÍN li-li-ma lá KÙ.BABBAR-ap-kà ANŠE.ḪI.A lu SIG₅ lu-qú-ut-kà ša šé-ep ba-qú-nim ù kà-ta-tim a-na 30 ḫa-am-ša-tim DAM.GÀR ni-qí-ip-ma KÙ.BABBAR a-nim a qá-tim kà-ú-lim i-dì-ni-a-ti i-ḫi-id-ma lu-qú-tám i pá-ni-e-ma a-li-ki-im ab-kà-am ANŠE.ḪI.A ší-na-am lu ṣa-ḫu-ru lá-nam-ma e-li-ú KÙ.BABBAR ù KÙ.GI a-na ku-lu-ma-a DUMU a-ta-a-a ap-qí-id IGI im-dí-DINGIR IGI PUZUR₄-a-šur DUMU i-šar-ki-da-a-šùr ša-du-a-sú ša-bu,"From Šalim-Aššur, Pūšu-kēn and Sabasiya to Iliš-tikal: Kulumaya is bringing you 16 minas of silver, its import duty added, plus 1 mina 17 shekels of -gold, its transport tariff paid for. The gold is of extremely good quality, even here it costs 10:1 (in silver). Buy 4 talents of tin, its surplus and its wrapping - the wrapping should be either -textiles or different(?) ones - and for the rest of the silver and dispatch it with the very first transport so it reaches me for inspection and thus encourage your merchant. May every shekel of silver be realised for it, as it is not your silver. The donkeys should be good. We entrusted on commission to an agent your merchandise transported by Baqqunum and Katātum for 30 weeks, and he gave us this silver to have at disposal. Take care to dispatch the goods with the very first transport. The donkeys should be with short teeth and tall of height. I entrusted the silver and gold to Kulu-maya son of Ataya. Witnesses were Imdī-ilum (and) Puzur-Aššur son of Išār-kitt-Aššur. He was paid the import duty. "
1652,,1655,0,ù lu tám-kà-ar a-bi₄-a a-ta lá tù-na-ḫa-ni ù KÙ.BABBAR ma-dam lá tù-ša-ag-ma-ra-ni ri-ig-ma-tum,"<gap> or my father's customer. As for you, do not obstruct me, and do not make me expend a lot of silver. Complaint."
1653,,1656,0,a-na ša-lim-a-šùr qí-bi-ma um-ma en-nam-a-šùr-ma i-na lu-qú-tí-kà ša a-na ṣé-ri-a ša ki-ma ku-a-tí ú-ta-e-ru-ni la-ma a-lu-wa a-na ṣé-ri-a ta-áš-pu-ra-ni AN.NA-kà ú ṣú-ba-tù-kà a-na URUDU ma-sí-im ú ší-ki-im iš-tù ITU.3.KAM ta-ú-ru-ma URUDU pá-ni-am-ma e-ma-ru a-na ša-lá-tù-ar i-za-bi-lu ú a-na-ku a-dí mu-ṣí-im pá-al-ḫa-ku-ma a-na qá-qí-dí-a ù na-pá-áš-tí lu-qú-tí-kà a-na bu-ru-uš-ḫa-dim e-ra-ba-am ú-lá a-mu-a a-dí a-ší-im ša pá-kà a-na mu-ṣí-im ta-dí-nu-ma a-ší-am lá tù-šé-bi₄-la-ni-ma li-bi a-we-lam lá tù-na-e-ḫu a-ta la tí-de₈-e ki-ma a-we-lam a-ba-am lá-am-nu-ma a-na a-bi-šu kà-ša-dí-im i-lu-ku KÙ.BABBAR 1 GÍN ša i-na ša-lá-tù-ar e-du-ku-ma e-pu-šu a-lu-wa na-áš-a-kum ša ší-tí lu-qú-tí-kà URUDU ší-kam ú URUDU ma-sí-am e-re-qá-tim a-sí-dí-ir-ma a-na DUMU um-me-a-nim ke-nim áp-nu-ma iš-tí e-re-qá-tí-šu-ma IGI a-lu-wa-ma iš-tù 10 u₄-me-e i-ta-ṣa-ma KÙ.BABBAR ba-tí-iq ú-tù-ur i-,"To Šalim-Aššur from Ennam-Aššur: Of your goods that your representatives converted for me - even before you sent Aluwa to me, three months earlier, your tin and textiles had been converted to copper, washed and of -type, and donkeys carried the copper quickly to Šalatuwar. And as for me, I was afraid because of the and because of fear for my own head and the welfare of your goods I will not enter Burušhaddum. With regard to the iron that you promised to the without sending any iron and thereby not calming the man's heart - don't you know that the man is hostile towards the father and will go to catch his father? Aluwa brings you every shekel of silver that I exhausted myself to make in Šalatuwar. For the rest of your goods, -copper and washed copper, I have outfitted wagons and turned to a trustworthy affiliated trader, who left with his wagons before Aluwa 10 days ago, and he will buy silver, cheap or dear, and I shall send you what silver he clears before Aluwa with travelers, so I can complete the proceeds of the goods I transported for you. I shall send you a final report. For the rest of your goods <gap> in Kanesh <gap> your representatives <gap> that they sold, the silver <gap> in the City <gap> I shall clear the rest of your goods and then Ali-ahum will entrust your goods from Timelkiya in accordance with your orders, and I shall send Ali-ahum with the silver and send you a reassuring message about your goods and your outstanding loans. "
1654,,1657,0,um-ma ḫi-na-a-ma a-na e-lá-ma qí-bi₄-ma 1 me-at 8 ku-ta-ni qá-dum ša kà-ṣa-re ša a-na a-ku ta-áp-qí-du ŠÀ.BA 75 ku-ta-ni ub-lu-nim um-ma kà-ṣa-ru-ma i-ba-a-ba-at a-lim{ki} na-ru-qú-um ma-a-tum iḫ-li-iq-ma a ku-a-tim iš-ta-kà-an ù ANŠE i-na ANŠE-ri-a uš-ta-ba ù um-ma DUMU ṣa-lá-mì-im-ma a-na ANŠE ša ut-ḫa-ra-am ša-ak-nu ša ḫi-na-a šu-ut ANŠE e-mu-qá-tám-ma i-tù-ru ù pu-ùḫ-šu ANŠE ša i-dí-nu me-et TÚG.ḪI.A wa-at-ru-tim ša i ni-is-ḫa-tim i-li-qí-ú šu-ma 16 GÍN.TA KÙ.BABBAR i-ta-bu-lu KÙ.BABBAR le-pu-lá-ku-nu-tí šu-ma 16 GÍN.TA ba-tí-iq ša ki-ma TÚG.ḪI-tí-a ša i ni-is-ḫa-tim i-li-qí-ú-ni i TÚG-ba-tí-šu li-qé-a-ma šé-bi₄-lá-nim té-er-tí a-ṣé-er a-šur-na-da ù a-šur-ṣú-lu-li i-li-ik a-ša-sà-im iš-tí-šu 1 šu-lu-up-kà-am ù ku-sí-tám ša a-ki-dí-e ù 2 ku-ta-ni ša ḫu-BA-<gap>-ri qá-at-nu-tim ú er-qú-tim šé-bi₄-lam TÚG.ḪI.A ša áš-pu-ra-ku-ni šé-bi₄-lá-ma šu-bé-lam lu-kà-li-im-ma ší-im AN,"Thus hinnāya, say to Elamma: Of the 108 -textiles, including those of the harnessers, which you entrusted to Aku, they brought me 75 -textiles. The harnesser declared: 'In the outskirts of the City one large bag (with textiles) got lost' and he reckoned it as yours. He also wanted to recoup a donkey from my donkeys and when Ṣallāmun's son said: 'Look, the donkey that is provided with a mark belongs to hinnāya!', he took the donkey along by force and the donkey he gave in its place is dead! As for the additional textiles that were taken when the import-tax was levied, if they will take them along for 16 shekels of silver apiece, let him pay you that silver. If it is less than 16 shekels apiece take as many of my textiles as were taken at the levying of the import-tax from his textiles and send them to me. An instruction of mine went to Aššur-nādā and Aššur-ṣulūlī to settle accounts with him. Send me 1 Šulupkian textile with an Akkadian -garment and 2 of <gap> that are thin and yellowish. Send me (also) the textiles I wrote you about, so that I can show them to Šu-Bēlum(?) and realize(?) the sale price of the donkeys, the Šulupkian textiles and the -garment according to what they are worth. As for your textiles that are in Zimišhuna, I will sell as many of them as I can and, moreover, as for Ištar-pilah, to whom 2 minas of gold have been given, every shekel of silver he carries belongs to the . Is he not our little brother? If you have with you an order of Ali-ahum or of <gap> send me a message about it""."""
1655,,1658,0,<gap> a-dí ša ta-áš-pu-ra-ni um-ma a-ta-ma 1 me-at 80 TÚG qá-dum ša li-we-tim 4 GÚ 10 ma-na AN.NA 14 ma-na AN.NA ša ni-is-ḫa-tim 4 TÚG.ḪI.A ša ta-ad-mì-iq-tim ŠÀ.BA 10 TÚG SIG₅ mu-ṭá-e ba-lúm ṣú-ba-tí ša bé-ú-lá-at kà-ṣa-ri <gap> ma-lá a-na bé-lú-lá-tá-šu-nu ag-mu-ru ù a-ḫa-ma 0.5 ma-na KÙ.BABBAR ša iš-tí ḫa-al-gi-a-šu a-šùr-im-mì-tí il₅-qé-ú-ma lá li-bi-li-ma ma-lá ṣú-ba-tí a-na <gap> ú a-ḫa-ma a-na ša-<gap> ḫa-al-gi-a-šu da-ar-ku <gap>-um lá ta-áš-pu-ra-ma <gap>-tí-ma a-ta bu-<gap> a-lá-nu-ma ta-áš-pu-ra-ni um-ma a-ta-ma 1 GÚ AN.NA ša i-dí-nu-ni-a-tí-ni ŠÀ 1.5 ma-na <gap> ma-ḫi-ir e-li-tim ú-ša-qí-lu a-pu-ùḫ 5 ma-na <gap> ki <gap> šu-ta-bu-im <gap> ta-ṣú-ra-am <gap> té-pu-šu a-ta <gap>-šu tù bi <gap>-kà <gap> id-na-a na-áš-a-ku-nu-tí a-ḫu-a a-tù-nu <gap> i-pá-ṭá-ar a-ma-kam <gap> i-nu-mì tí-ir-tí i-ra-dí-ú 4 <gap> ša a-lá-ḫi-im ku-un-kà-ma <gap>-ri i-dí sà-ra-tim <gap>,"<gap> Concerning what you wrote me, saying: 180 textiles including those for the wrapping, 4 talents 10 minas of tin, 14 minas of tin of the import tax, 4 textiles of the - of that 10 good textiles were missing - apart from the textiles from the working capital of the harnessors - as much as I spent on their working-capitals. And further, 0.5 minas that Aššur-imittī received from halkiaššu, and, sadly, as many textiles <gap> and, further, <gap> halkiaššu <gap> were packed <gap> you have not written me <gap> from there you wrote me, saying: 1 talent of tin that they gave to us, of that they have paid out 1.5 mina at the rate of the caravan. Instead of 5 minas <gap> to be satisfied <gap> you have done <gap> Idnaya brings to you. My dear brothers, <gap> he will break the seals <gap> there <gap> when they lead my instructions. <gap> Seal 4 <gap> of Ali-ahum and <gap>"""
1656,,1659,0,a-na i-ku-<gap> ú zu-zu-wa qí-bi-ma um-ma a-lá-bu-ma mì-nam áš-ta-na-me-ú a-mur-IŠTAR É-tí ú-da-lu-ḫu a ṣé-er KÙ.BABBAR 10 ma-na im-ḫi-ṣí-ni a-ma-kam a-mur-IŠTAR i-na É-be-tim ṭù-ur-da <gap>-bi-i <gap> iš-tí i-na-a-a ṭá-ḫi-a-šu-ma a-na kà-ri-im li-im-šu-ur-šu a-ḫu-ú-a-tù-nu a ṣé-er ṣú-ḫa-ar-tim ú É-be-tim e-ku-nu li-li-ik am-tum i-ḫa-li-iq,"To Iku <gap> and Zuzuwa, thus Ali-abum: ""What is this that I hear by rumour that Amur-Istar is troubling my household while he has already harmed me for an amount of at least 10 minas of silver? Over there chase Amur-Istar out of the house. <gap> confront him with Innaya, so that the latter can coax him along to the karum. Please, my brothers, keep an eye on the girl and on the house. The maid might perish!"""
1657,,1660,0,a-na i-ku-pí-a qí-bi-ma um-ma en-nam-a-šur i-dí-a-bu-um ú lá-qé-pu-ma a-na 10 ma-na KÙ.BABBAR-pí-kà ša tù-šé-bi-lu-ni 2.6666 ma-na 5 GÍN KÙ.BABBAR a-na 90 pì-ri-kà-ni na-ar-bu-tim ni-iš-qú-ul 2.8333 ma-na LÁ 1 GÍN KÙ.BABBAR a-na 28 sà-áp-tí-ni ni-iš-qú-ul 1 ma-na 6 GÍN KÙ.BABBAR a-na 2 ANŠE.ḪI-e ni-iš-qú-ul 0.6666 ma-na KÙ.BABBAR a-na ra-qí-tim ú a-bar-ni-im ni-iš-qú-ul 6 GÍN KÙ.BABBAR a-na ší-na pá-li-le-en 0.5 ma-na ša-du-at KÙ.BABBAR-pí-kà kà-ru-um il₅-qé ŠU.NÍGIN 1 me-at 22 TÚG.ḪI.A lu pí-ri-kà-nu lu sà-áp-tí-ni a-bar-ni-am ú ra-qá-tám 2 ANŠE.ḪI.A ṣa-lá-mu-ú mì-ma a-nim ku-nu-ki-ni {d}IM-pí-lá-aḫ na-áš-a-ku-um i-na 0.3333 ma-na KÙ.BABBAR ša ta-dí-nu-šu-ni ŠÀ.BA 18 GÍN ú-ṭá-áb-ni-a-tí 3.5 GÍN a-na sá-ḫi-ir-tí-šu 1.5 GÍN ú-nu-ut ANŠE.ḪI.A 0.5 GÍN a-na ší-ta na-ru-qá-tim 1 GÍN a-dí UDU.ḪI.A ša ta-áš-pu-ra-ni,"To Ikūn-pīya from Ennam-Aššur, Iddin-abum and Lā-qēpum: Concerning the 10 minas of your silver that you sent, we paid 2 minas 45 shekels of silver for 90 soft ; we paid 2 minas 49 shekels of silver for 28 ; we paid 1 mina 6 shekels of silver for 2 donkeys; 0.6666 mina of silver we paid for a thin textile and an Abarnian one; 6 shekels of silver for two ; the colony took 0.5 mina, the transport tariff on your silver. In all: 122 textiles,, , an Abarnian and a thin one, and 2 black donkeys - Adad-pilah is on his way to you with all this under our seal. Of the 0.3333 mina of silver that you gave him, thereof he satisfied us with 18 shekels, 3.5 shekels were for his small goods, 1.5 shekel for the donkey harness, 0.5 shekel for 2 sacks, 1 shekel concerning the sheep you wrote about. "
1658,,1661,0,i-nu-mì <gap> 5 ma-na SIG₅ ša a-na <gap> šu-zu-zu DUMU a-šur-SIPA i-na dur₄-ḫu-mì-it aḫ-bu-lu-ú ITU.KAM ku-zal-li li-mu-um a-šùr-ma-lik DUMU a-lá-ḫi-im,When <gap> 5 minas of good quality that I owed to Šu-Zuzu son of Aššur-rē'ī in Durhumit.
1659,,1662,0,um-ma wa-šu-na-lam₅-ma a-na ša-lim-a-šur qí-bi-ma i-nu-mì a-na-kam tù-uš-bu a-na a-mu-tim pí-kà ta-dí-na-am ù a-dí ma-la e-ri-iš-kà-ma um-ma a-ta-ma a-dí a-na-kam wa-áš-ba-ku-ni a-ša-pá-ar-ma a-mu-tám ú-bu-lu-nim a-pu-tum i-ḫi-id-ma a-mu-tám ša pí-kà ta-dí-na-ni šé-bi-lam,"From Wašunalam to Šalim-Aššur: When you stayed here you gave me your promise about some iron, and concerning that which I asked you for, you said: While I am staying here I shall write so they may bring you the iron."" Urgent, take care to send me the iron you promised me. """
1660,,1663,0,um-ma kà-ru-um kà-ni-iš-ma a-na ku-li-a ší-ip-ri-ni kà-ar kà-ar-ma a-le sú-kà-li-a DUMU a-šùr-iš-ti-kál wa-aš-bu-ni a-na sú-kà-li-a qí-bi₄-ma AN.NA ša 1 ma-na KÙ.BABBAR iš-tù 2 ša-na-tim ni-dí-na-kum um-ma né-nu-ma ki-ma a-na wa-aḫ-šu-ša-na té-ru-bu KÙ.BABBAR iš-tí pá-nim-ma šé-bi-lam a-ta kà-ra-am a-na lá kà-ri-im tal-qé-ma KÙ.BABBAR lá tù-uš-té-bi₄-lam a-ta ma-ga-ra-am ta-le-e kà-ru-um ma-ga-ra-am-ma lá i-le-e ki-ma ṭup-pì-ni ta-áš-me-a-ni a-ki-dim lá tù-ṣí-a É ub-ri-šu ṣa-áb-ta-ma ku-tù-a-sú ša 1.5 ma-na KÙ.BABBAR a-na ma-aḫ-ri-ku-nu lu-ub-lu-nim-ma KÙ.BABBAR iš-tí ku-li-a ší-ip-ri-ni šé-bi₄-lá-nim pá-ni a-wi-lim lá tù-ba-lá,"Thus Kanesh to Kuliya, our messenger (and) every single, wherever Sukkaliya, son of Aššuriš-tikal, is staying. Say to Sukkaliya: Tin for a value of 1 mina of silver, we gave you two years ago, with the words: 'Send as soon as you have entered Wahšušana the silver here with the first opportunity. You treated the as if it were not the and failed to send the silver here. It is up to you to comply, the cannot give in!' As soon as you(pl.) have heard our letter do not go outside (the colony), seize his quarters and let one distrain property of him worth 1.5 mina of silver and let on bring it to you. Then send the silver with our messenger Kuliya. Have no consideration with the man!"""""
1661,,1664,0,18.25 GÍN KÙ.BABBAR i li-bi₄ ir-ma-a-šùr,18 1 / 4 shekels of silver due from Ir'am-Aššur.
1662,,1665,0,a-na šu-IŠTAR qí-bi-ma um-ma en-um-a-šur ú <gap>-ri-ma <gap> ta-áš-pu-ra-am um-ma a-ta-ma 50 ma-na AN.NA ku-nu-ki-a {d}UTU-ba-ni na-áš-a-ku-nu-tí 1 šu-uq-lam AN.NA-kà ni-ip-ṭur₄-ma 22.5 ma-na ni-is-ni-iq ša-ni-tám šu-qá-al-kà {d}UTU-ba-ni i-na ḫa-ra-nim ip-ṭù-ur-ma 0.5 ma-na a-na gám-ri-šu il₅-qé ší-tí AN.NA-ki-kà 23 ma-na ni-is-ni-iq ŠU.NÍGIN AN.NA-ki-kà 45 ma-na AN.NA-kà iz-ku-am 9.75 GÍN.TA 4.5 ma-na 6.83334 GÍN KÙ.BABBAR-áp-šu 4 ma-na 13.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-ni {d}UTU-ba-ni na-áš-a-kum ší-tí KÙ.BABBAR lu ší-im URUDU SIG₅ <gap>-šu e-ṣí-iš a-na ṣí-pá-ra-tim e-pá-ší-im ig-mu-ru i-na ŠÀ.BA 1 me-at ṣí-pá-ra-tim a-na qá-tí-šu 4.5 GÍN KÙ.BABBAR a sà-ḫa-ar-tí-šu 5.3333 ma-na AN.NA ga-am-ri-šu ni-dí-in mì-ma a-nim a-na {d}UTU-ba-ni <gap> ni-dí-in 6 GÍN KÙ.BABBAR i-na ší-im ú-ṭí-tim a-na ba-ar-<gap> 3 GÍN ta-ri-<gap> ta-al-qé,"To Šu-Ištar from Ennam-Aššur and <gap>ri: You wrote me, saying: Šamaš-bāni is bringing you 50 minas of tin under my seal."" We unpacked 1 package of your tin and found there to be 22.5 minas. Šamaš-bāni opened your second bundle during the trip and took 0.5 mina for his expenses. The rest of your tin we checked as 23 minas. Total of your tin: 45 minas; your tin was cleared. At 9 3 / 4 shekels per mina its value in silver was 4.5 minas 6.8333 shekels. Šamaš-bāni brings you 4 minas 13.5 shekels of refined silver under our seals. As to the rest of the silver, either as the price of good copper or <gap> they spent (it) quickly on the production of nails. Of that we gave 100 nails for his disposal, 4.5 shekels of silver for his small goods, 5.3333 minas of tin for his expenses. All this we gave to Šamaš-bāni. 6 shekels of silver, the price of grain, for <gap> Tari <gap> took 3 shekels."""
1663,,1666,0,ITU.1.KAM a-lá-na-tum li-mu-um a-šur-i-dí ša ì-lí-dan ù sá-li-a ṭup-pá-áš-nu ITU.1.KAM ku-zal-li li-mu-um a-šur-i-dí ša a-šur-iš-tí-kál ITU.1.KAM ša ke-na-tim li-mu-um ša qá-tí {d}IM-ba-ni ša a-šùr-GAL šu-IŠTAR ú a-šùr-DU₁₀ a-ḫi-šu,"Month Allanātum, eponymy Aššur-idī: the tablets of Ilī-dan and Salliya."
