,oare_id,aligned_transliteration,aligned_translation,comment
852,a9c65a5b-a3b1-4fe0-89bb-279d33949ca8_2,i-na KÙ.BABBAR a-nim 37.5 ma-na KÙ.BABBAR pí-lá-aḫ-IŠTAR DUMU ú-zu-a ub-lam 20 ma-na KÙ.BABBAR ḫi-na-a ub-lam 3 ma-na KÙ.BABBAR ku-zi-zi-a ub-lam 4 ma-na KÙ.BABBAR a-du-da ub-lam ší-tí KÙ.BABBAR 58.5 ma-na KÙ.BABBAR ṣa-ru-pu-um,out of this silver Pilah-Ištar son of Uzuwa brought 37.5 minas of silver; Hinnaya brought 20 minas of silver; Kuziziya brought 3 minas of silver; Aduda brought 4 minas of silver; the rest of the silver amounts to 58.5 minas of refined silver.,Tokens 55-85; segment starts at token 55 (i-na KÙ.BABBAR a-nim) rather than suggested 54
853,a9c65a5b-a3b1-4fe0-89bb-279d33949ca8_3,a-na i-ku-pí-a qí-bi-ma KÙ.BABBAR lu-ṣa-ri-ip-ma i-na a-ba-an DAM.GÀR-ri-im lu-sà-ni-iq-ma li-ik-nu-uk-ma li-dí-na-kum ù ší-bi šu-ku-šu-um ki-ma a-šu-mì ša-lim-a-šùr GÁN-lam KÙ.BABBAR e-tí-qá-ni ša-du-a-tám ú ni-is-ḫa-tim šál-ma-a-š,"To Ikūn-pīya: Let him refine the silver and check it with the weight stones of the merchant, let him seal it and give it to you. Also, set witnesses for him, confirming that the silver passes overland in Šalim-Aššur's name. Šalim-Aššur must contribute the transport tariff and the import duty.","Tokens 86-109; text ends with broken form šál-ma-a-š; interval (86,110) confirmed"
854,a9c65a5b-a3b1-4fe0-89bb-279d33949ca8_4,,"Further, Šu-Kūbum is not reliable. He must return whatever silver he has taken. He has been expelled(?) in accordance with a verdict of the City and the attorneys.","Segment 4 interval (111,110) is inverted/erroneous; no corresponding transliteration tokens found — text is broken or continuation is on a missing tablet portion"
855,aa84dc4a-b81b-4519-9d60-797b7ba276c8_0.0,KIŠIB kà-ri-im kà-ni-iš kà-ru-um dí-nam i-dí-in-ma a-na lu-qú-tim ma-la a-na a-šur-be-el-a-wa-tim i-pí-iq-du-ma ša-lim-a-šùr ú-šé-ṣí-ú ṭup-pá-am ša ku-nu-ki-šu ša-lim-a-šùr a-na šu-ku-bi-im i-da-an,"Seal of the Kanesh colony. The colony has passed a verdict: for all the goods that were entrusted to Aššur-bēl-awātim, and which Šalim-Aššur had taken out, Šalim-Aššur will give a tablet bearing his seal to Šu-Kūbum.",Interval adjusted to include i-da-an (token 20) in segment 0.0
856,aa84dc4a-b81b-4519-9d60-797b7ba276c8_1.0,a-na kur-ub-IŠTAR šu-ku-bu-um ú-lá i-tù-a-ar šu-ma a-na šu-ku-bi-im ma-ma-an i-tù-a-ar ša-lim-a-šùr ú-ba-áb-šu,Šu-Kūbum will not raise claim against Kurub-Ištar. If anyone raises claim against Šu-Kūbum Šalim-Aššur will clear him.,Interval starts after i-da-an
857,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_0,a-pu-tum ri-iš lu-qú-tim ša DAM.GÀR ša-ṣí-ir,Urgent, guard the goods of the merchant;
858,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_1,ú a ma-lá tí-ir-tí-kà um-ma a-ta-ma ṣú-ba-tù an-ḫu-tum i-ba-ší-ú a-pu-tum i-na ša-am-ší ṭup-pí-i ta-ša-me-ú i-na ḫu-ur-ší-im ša ib-ri-im a-ta ù i-lá-áš-ra-ni ṣú-ba-tí kà-lá-šu-nu-ma na-pí-ša-ma 3 u₄-me-e ù 5 u₄-me-e li-bi-ší-ú-ma šu-ta-áb-lá-ki-ta-šu-nu,"and with regard to your message where you said: ""There are some old textiles"" - urgent, the very day you hear my letter you and Ilī-ašrannī should air all of the textiles in the store-room of a friend, and leave them for 3 or 5 days before you turn them over.",Segment 1: tokens 6-36
859,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_2,ma-ma-an ša-ni-am lá tù-ṭá-ḫa-a,Do not let anyone else approach (them).,Segment 2: tokens 37-40
860,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_3,a-dí 10 u₄-me-e lá ta-ḫa-ta-ar,Do not hesitate for 10 days!,Segment 3: tokens 41-45
861,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_4,a-ṣé-er e-ni-ša-ri-im a-dí AN.NA-ki-kà ú-ṣú-ur-ša-IŠTAR áš-ta-pá-ar,I have sent Uṣur-ša-Ištar to Enišārum concerning your tin.,Segment 4: tokens 46-51
862,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_5,iš-tù za-al-pá i-tù-ru-nim a-lá-ḫa-am a-ṭá-ra-dam,When they come back from Zalpa I shall send Ali-aḫum.,"Segment 5: tokens 52-56; note guide has ""Ali-aḫum"" vs training ""Ali-ahum"""
863,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_6,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am ú ša 3 GÍN sà-ḫi-ir-tám ku-nu-ki-a ili₅-tù-ra-am ú-šé-bi₄-lá-kum-ma 17 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-a ší-im ṣú-ba-tí-kà id-na-a ú a-lu-wa na-áš-ú-ni-kum,I sent Ilī-tūram to you with 1/2 mina of refined silver and small goods worth 3 shekels under my seal and Idnaya and Aluwa are bringing you 17 shekels of silver under my seal the proceeds from your textiles.,Segment 6: tokens 57-79
864,ab1021ff-2aff-4a13-86fa-6b32c4cf239e_7,e-ma-ru-kà lu ak-lu,Your donkeys should be fed.,Segment 7: tokens 80-82
865,0.0,i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-bé-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù tám-kà-ru-šu e-ru-bu-ma,When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house the representatives of Ilī-bāni Wardum and his customers came in(to the house) and,Interval 0-15 correct; e-ru-bu-ma ends the introductory clause
866,1.0,um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí-ma,"Ilī-bāni's representatives said: ""Settle accounts with us!""-",Interval 15-22 correct; direct speech of Ilī-bāni's representatives
867,2.0,um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šur a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu a-dí a-ḫi-i i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té,"but Iddin-abum answered: ""Hold your tablets ready for my tablets are written and available. Let my brother Šalim-Aššur come and then settle with him. Then my own representatives Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets.""",Interval 22-53 correct; Iddin-abum's full reply
868,3.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ba-áb DINGIR-lim ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger in the Gate of the God.,Interval 53-67 correct; legal closing formula
869,4.0,IGI a-ku-za IGI lá-qé-ep IGI ṣí-lu-lu,Witnessed by Akuza by Lā-qēp by Ṣilūlu.,Interval 67-73 correct; witness list
870,ae0714cf-a400-4cfc-973f-5d5845869bed,a-na a-lá-ḫi-im DUMU šál-ma-a-šur ù zu-ku-a KIŠIB PUZUR₄-a-šur DUMU a-šur-dan,To Ali-ahum son of Šalim-Aššur and Zukuwa; seal of Puzur-Aššur son of Aššur-dan.,Only one segment provided; full transliteration aligned to full translation. Guide 'To' corresponds to a-na at the start of the interval.
871,ae3c9a62-b6cf-4613-b686-d724bb6e0001_0,13 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im a-mur-IŠTAR ù a-šur-i-mì-tí i-šu-ú,Iddin-abum owes 13 minas of refined silver to Amur-Ištar and Aššur-imittī.,"Segment starts at token 0; suggested interval start of 4 was too late, debt clause begins with amount"
872,ae3c9a62-b6cf-4613-b686-d724bb6e0001_1,iš-tù ḫa-mu-uš-tim ša kàr-ri-a a-na 36 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Karriya he must pay in 36 weeks.,"Segment starts at token 10 (iš-tù); suggested interval start of 14 was too late, missing the ḫamuštum clause"
873,ae3c9a62-b6cf-4613-b686-d724bb6e0001_2,šu-ma la iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM-im a-na ma-na-im ú-ṣa-áb,If he has not paid (in time) he must add interest at the rate 1.5 shekel per month per mina.,Interval aligns well with suggested range; ends at ú-ṣa-áb before witness list
874,ae3c9a62-b6cf-4613-b686-d724bb6e0001_3,IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,Witnessed by Aššur-emūqi by Ennam-Aššur son of Menaya.,Witness list not covered by proposed segments but present in high-quality translation; added as additional segment
875,0.0,um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il₅ da-tim ku-li-a ší-ip-ri-ni kà-ri-im dur₄-ḫu-mi-it ḫa-tù-uš ta-am-ni-a tù-ùḫ-pí-a a-dí ni-na-ša-a qí-bi₄-ma,"Thus kārum Kaniš, say to the dātu-payers, our messenger Kuliya, kārum(s) Durhumit, Hattuš, Tamnia (and) Tuhpiya, (all the way) until Nenašša:","Interval (0,16) aligns well; tokens 0–15"
876,1.0,i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur šé-ṣí-a-ma ik-ri-ba-am šu-uk-na-ma ma-ma-an KÙ.AN a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú 1 ma-na um 3 GÍN KÙ.BABBAR ša-du-a-sú ṣa-áb-ta-ma ku-li-a i pá-ni-šu li-ni-iš-a-am,"As soon as you hear our letter produce the dagger of Assur and impose an oath and whoever has sold meteoric iron to a palace or, having not yet sold it, still carries it with him, seize (from him) the tithe on the meteoric iron and his/its šaddu'utu-tax of 3 shekels silver per mina and let Kuliya personally take it along.","Interval (16,54); tokens 16–53"
877,2.0,šu-ma i-qá-bi₄ um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-tám li-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-tám nu-ta-ar-šu-um,"If the person in question protests and declares: 'the meteoric iron belongs to \a man with an account\""","' still take the tithe and the šaddu'utu-tax and let one who is one of us come here to swear an oath by Assur's dagger then we will give him back the šaddu'utu-tax."""
878,3.0,i-da-ma IGI ku-li-a ší-ip-ri-ni GÍR ša a-šur šé-ṣí-a-ma a-ḫu-um pá-ni a-ḫi-im ú-lá ú-ba-al ma-ma-an ḫa-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im 1 ma-na-um 3 GÍN KÙ.BABBAR ša-áš-qí-lá-šu-ma ku-li-a i pá-ni-šu li-ni-iš-a-am,"Do not fail to produce Assur's dagger in the presence of Kuliya and people shall not spare each other! Whoever has brought in loaded donkeys via the sukkinum-road in order to do business over there, even when he is a resident of the kārum, make him pay 3 shekels of silver per mina and let Kuliya personally bring it here.","Interval (76,110); tokens 76–109; segment 3 guide only mentions 'Do not fail...' but the interval covers more text including the donkey road passage up to token 109"
879,4.0,šu-ma i-qá-be um-ma šu-ut-ma,"If he protests, saying: 'I will go to clear myself in kārum Kanesh' still make him pay the silver and let him come here afterwards in order to clear accounts with us.","Interval (110,114); tokens 110–113; only the opening clause is present in the transliteration; remainder of translation corresponds to text not preserved in the given transliteration"
880,5.0,,"He shall not make trouble against (us) here, he must pay the silver (t)here!","Interval (125,114) is inverted/erroneous; no corresponding transliteration tokens found in the provided text; text appears to be incomplete or the segment is missing from the transliteration"
881,b1448360-1805-4f54-a1d4-c113cb0d7d58_0,24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu,Iddin-abum owes 24 minas of refined silver to Aššur-bēl-awātim.,Suggested interval (4-17) adjusted; debt statement ends at i-šu (token 7)
882,b1448360-1805-4f54-a1d4-c113cb0d7d58_1,iš-tù ḫa-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Libbaya and Iliš-tikal he must pay within 20 weeks.,Interval end at i-ša-qal (token 17) matches suggested endpoint
883,b1448360-1805-4f54-a1d4-c113cb0d7d58_2,šu-ma la iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb,If he has not paid (in time) he must add interest at the rate 1.5 shekel per mina per month.,Suggested interval (22-45) adjusted; interest clause ends at ú-ṣa-áb (token 27)
884,b1448360-1805-4f54-a1d4-c113cb0d7d58_3,šu-ma ṭup-pu-šu i-la-pu-tù 6 ma-na KÙ.GI šu-mì a-šùr-be-el-a-wa-tim i-la-pá-at IGI a-šùr-ma-lik IGI a-lá-ḫi-im IGI a-mur-IŠTAR IGI a-gu-a,If they write his tablet he must book 6 minas of gold in the name of Aššur-bēl-awātim. Witnessed by Aššur-malik by Alāhum by Amur-Ištar by Aguwa.,Remaining tokens 28-44 covering tablet-writing clause and witness list
885,0.0,šu-bé-lúm DUMU i-dí-a-bi-im a-na PUZUR₄.IŠTAR iṣ-ba-at-ni-a-tí-ma,"Šu-Bēlum son of Iddin-abum seized us in his case against Puzur-Ištar,","Tokens 0-5; interval (0,6) is correct"
886,1.0,um-ma šu-bé-lúm-ma a-na PUZUR₄.IŠTAR-ma 16 ma-na KÙ.BABBAR ù ṣí-ba-sú a-na a-bi-a ḫa-bu-lá-tí KÙ.BABBAR ù ṣí-ba-sú im-tí-da-kum ma-na-um 0.3333 ma-na i-na ša-tim tù-ṣa-áb um-ma,"and Šu-Bēlum said to Puzur-Ištar: ""You owe 16 minas of silver plus interest to my father. The silver and the interest on it has become a great sum for you. You pay 1/3 mina per mina per year as interest.""",Tokens 6-28; interval adjusted to end at 29 (inclusive of the first um-ma of the response formula)
887,2.0,um-ma PUZUR₄.IŠTAR-ma a-bu-kà maš-ki-a il₅-qé-ma uš-ta-bu-ú,"Puzur-Ištar answered: ""Your father received my hides so he has been paid.""","Tokens 29-34; interval adjusted from (29,36) to (29,35)"
888,3.0,ki-ma šu-be-lim nu-ší-ib-ma ni-iš a-lim{ki} it-mu-ú-ma a-na 8 ma-na KÙ.BABBAR i-mì-ig-ru,We sat down (to negotiate) on behalf of Šu-Bēlum and they swore an oath by the city and agreed on 8 minas of silver.,"Tokens 35-45; interval adjusted from (36,46) to (35,46)"
889,4.0,IGI ni-mar-IŠTAR IGI en-um-a-šùr a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni,"Witnessed by Nimar-Ištar, by Ennam-Aššur; Aššur-nādā son of Šu-Illil is our (absent) partner.","Tokens 46-53; interval (46,54) is correct"
890,5.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,"Tokens 54-65; interval (54,66) is correct"
891,0.0,a-na i-ku-<gap> ú zu-zu-wa qí-bi-ma um-ma a-lá-bu-ma,To Iku <gap> and Zuzuwa thus Ali-abum:,Interval (0-7) correct
892,1.0,mì-nam áš-ta-na-me-ú a-mur-IŠTAR É-tí ú-da-lu-ḫu,What is this that I hear by rumour that Amur-Istar is troubling my household?,Interval (7-12) correct
893,2.0,a ṣé-er KÙ.BABBAR 10 ma-na im-ḫi-ṣí-ni,He has harmed me for an amount of 10 minas of silver!,Interval (12-18) correct
894,3.0,a-ma-kam a-mur-IŠTAR i-na É-be-tim ṭù-ur-da,Over there chase Amur-Istar out of the house.,Interval (18-23) correct
895,4.0,<gap>-bi-i <gap> iš-tí i-na-a-a ṭá-ḫi-a-šu-ma a-na kà-ri-im li-im-šu-ur-šu,<gap> confront him with Innaya so that the latter can coax him along to the karum.,Interval adjusted to (23-31) to include full clause
896,5.0,a-ḫu-ú-a-tù-nu a ṣé-er ṣú-ḫa-ar-tim ú É-be-tim e-ku-nu li-li-ik,Please my brothers keep an eye on the girl and on the house.,Interval adjusted to (31-39)
897,6.0,am-tum i-ḫa-li-iq,The maid might perish!,Interval was inverted (43-41); corrected to (39-41)
898,b56177e7-367e-44cc-af40-a8ef9295b2b3_0.0,ša ḫu-bu-ul i-ri-ší-im <gap> ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-ri-ší-im tám-kà-ru-um i-šu,Concerning Irišum's debt: Irišum owes <gap> minas of refined silver to the merchant.,Interval adjusted slightly leftward from position 15 to position 12 to include ša ḫu-bu-ul i-ri-ší-im which corresponds to the debt clause in the guide translation.
899,0.0,10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé,Tūraya son of Uzuwa has received 10 minas of refined silver from the proceeds of Ušinalam's wool.,Interval adjusted to include il₅-qé (token 13) in segment 0.0; break placed after token 13
900,1.0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU₁₀ DUMU en-na-sú-in DUMU za-li-dí,Witnessed by Aššur-imittī son of Dudiki by Enna-Suen by Aššur-emūqī son of Ikūnum by Aššur-ṭāb son of Enna-Suen (grand)son of Zalidī.,Witness list from token 14 to 29; interval start corrected from 13 to 14
901,0.0,IGI be-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim IGI SIG₅-pì-a-šur DUMU wa-ar-dí-li-šu IGI lá-qé-pí-im DUMU PUZUR₄.SÁ.TU,Witnessed by Bēlum-bāni son of Aššur-bēl-awātim, by Damiq-pī-Aššur son of Warad-ilīšu
902,b82af2f6-f439-4d3d-93bb-6883f8f65685_0.0,8 ma-na KÙ.BABBAR ṣa-ru-pá-am da-dí-a DUMU en-na-nim i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé,Dādiya son of Ennānum has received 8 minas of refined silver from the proceeds of Ušinalam's wool.,Interval (1-13) is correct; il₅-qé closes the main clause naturally.
903,b82af2f6-f439-4d3d-93bb-6883f8f65685_1.0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-a DUMU ú-zu-a IGI en-na-sú-in DUMU i-dí-a-bi-im,Witnessed by Aššur-imittī son of Dudiki by Tūraya son of Uzuwa by Enna-Suen son of Iddin-abum.,Interval (14-25) is correct; witness list begins with IGI and covers all three witnesses.
904,0.0,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-i-a-šur-ma ù MAN-a-šur,To Ali-ahum from Damiq-pī-Aššur and also Puzur-Aššur:,Interval adjusted to end at token 6 (before i-na); suggested interval (0-7) is correct
905,1.0,i-na ḫa-ḫi-im ú-nu-ut-ni nu-ša-li-ḫa-ku-ni,In Hahhum we set aside our goods for you.,Interval (7-11) correct; tokens 7-10
906,2.0,i-na za-al-pá ù a-na-kam ni-iš-ta-na-me-ma ḫa-ra-an sú-ki-nim dan-na-at,In Zalpa and here we keep hearing that the Narrow Track is difficult.,Interval (11-19) correct; tokens 11-18
907,3.0,lá na-ṭù-ma lá né-ra-áb,It is not a good idea for us to enter.,Interval (19-23) correct; tokens 19-22
908,4.0,a-ḫu-ni a-ta ki-ma AN.NA 10 ma-na <gap> ù 10 TÚG,Our dear brother advise us whether we should dispatch to there (where you are) some 10 minas of tin and 10 textiles that we bring.,Interval (23-33) correct; tokens 23-32; remainder of translation not covered by transliteration due to gap/missing tokens
909,0.0,šu-be-lúm DUMU i-dí-a-bi₄-im a-na PUZUR₄.IŠTAR DUMU da-da iṣ-ba-at-ni-a-tí-ma,Šu-Bēlum son of Iddin-abum seized us in his case against Puzur-Ištar son of Dada,Interval 0-8 matches well
910,1.0,um-ma šu-bé-lúm-ma a-na PUZUR₄.IŠTAR-ma 16 ma-na KÙ.BABBAR ù ṣí-ba-sú a-na a-bi-a ḫa-bu-lá-tí KÙ.BABBAR ù ṣí-ba-sú im-tí-da-kum 1 ma-na-um 0.3333 ma-na i ša-tim tù-ṣa-áb,and Šu-Bēlum said to Puzur-Ištar: You owe 16 minas of silver and its interest to my father. The silver and the interest on it has become a great sum for you: You pay 0.3333 mina per mina per year as interest.,Interval 8-31 matches well
911,2.0,um-ma PUZUR₄.IŠTAR-ma a-bu-kà maš-ke-e il₅-ta-qé-ma KÙ.BABBAR ša-bu,Puzur-Ištar answered: Your father has already received hides so he has been paid the silver.,Interval 31-37; token 37 ša-bu included as it completes the silver payment clause
912,3.0,ki-ma šu-bé-lim nu-ší-ib-ma ni-iš a-lim{ki} it-mu-ú-ma a-na 6 ma-na KÙ.BABBAR i-mì-ig-ru,We sat down (to negotiate) on behalf of Šu-Bēlum and they swore an oath by the City and agreed on 6 minas of silver.,Interval adjusted to 38-49; ki-ma begins the negotiation clause
913,4.0,IGI ni-mar-IŠTAR IGI en-nam-a-šùr a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni,Witnessed by Nimar-Ištar by Ennam-Aššur; Aššur-nādā son of Šu-Illil is our (absent) partner.,Interval 49-57 matches well
914,5.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,Interval 57-69 matches well
915,bc0c7ffd-4db1-4d83-8a75-d921739077d1_0.0,8 ma-na KÙ ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im ku-la i-šu iš-tù ḫa-mu-uš-tim ša ḫa-pì-aḫ-šu ù sú-kà-lí-a a-na 25 ḫa-am-ša-tim a-na a-lim{ki} i-lá-ak-ma iš-tí um-me-a-ni-šu 2 ma-na KÙ.GI šu-mì ku-lá i-lá-pá-at,Iddin-abum owes 8 minas of refined silver to Kula. Reckoned from the week of happi-ahšu and Sukkalliya he must go to the City within 25 weeks and together with his investors he must book Kula's name for 2 minas of gold.,Interval adjusted slightly from suggested (4-36) to include full opening clause from token 1
916,bc0c7ffd-4db1-4d83-8a75-d921739077d1_1.0,šu-ma i-na ma-lá u₄-me-šu a-na a-lim{ki} lá i-ta-lá-ak KÙ.BABBAR a-na-ku lá i-ša-qal,"If he has not left for the City within his stipulated term, he must repay the silver to Kula.",Matches guide translation well; interval 36-43 adjusted to 29-43
917,bc0c7ffd-4db1-4d83-8a75-d921739077d1_2.0,šu-ma lá iš-qú-ul a-na 1 ma-na-im 1.5 GÍN.TA i-na 1 ITU.KAM ú-ṣa-áb IGI a-šùr-ba-ni IGI i-dí-sú-in,"If he has not paid (in time), he must pay interest at the rate 1.5 shekel per mina per month. Witnessed by Aššur-bāni, by Iddin-Suen.",Interval 43-56 matches well
918,bc569fa1-ce83-4a7e-9deb-2cb2f83ad027_0,10.75 GÍN KÙ.BABBAR i-ṣé-er a-li-li tù-mì-li-a-i-im a-lá-ḫu-um i-šu,Alili the man from Tumlia owes 11 minus 1/4 shekels of silver to Ali-ahum.,Suggested interval started at 2 but token 0 (10.75 GÍN KÙ.BABBAR) belongs to this segment; adjusted start to 0.
919,bc569fa1-ce83-4a7e-9deb-2cb2f83ad027_1,iš-tù ḫa-mu-uš-tim ša kà-ší-im 1 GÍN.TA ṣí-ib-tám i-na ITU.1.KAM-im ú-ṣa-áb,Reckoned from the week of the -official he will pay interest at the rate of 1 shekel per month.,Interval matches well.
920,bc569fa1-ce83-4a7e-9deb-2cb2f83ad027_2,ITU.1.KAM be-el-té-kà-lim li-mu-um ša qá-tí a-šùr-i-mì-tí ma-lá-ḫi-im,Month Bēlat-ekallim in the eponymy after that of Aššur-imittī the skipper.,Interval adjusted to end at 24 to include ma-lá-ḫi-im.
921,bc569fa1-ce83-4a7e-9deb-2cb2f83ad027_3,IGI wa-al-dí-DINGIR IGI i-na-ar,Witnessed by Waldi-ilum by Inar.,Interval matches well.
922,bdf62c81-286c-407f-98f4-8674d658779b_0,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR KIŠIB zu-zu DUMU en-um-ì-lí KIŠIB {d}MAR.TU-ba-ni DUMU šu-lá-áb-ra-at KIŠIB šu-be-lim DUMU ili₅-ba-ni,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zuzu son of Ennam-ilī, seal of Amurrum-bāni son of Šu-Ilabrat, seal of Šu-Bēlum son of Ilī-bāni.",Seal impressions section before the debt clause
923,bdf62c81-286c-407f-98f4-8674d658779b_1,<gap> ma-na KÙ.BABBAR i-ṣé-er šu-bé-lim DUMU ili₅-ba-ni i-ri-šum i-šu,Šu-Bēlum son of Ilī-bāni owes <gap> minas of silver to Irišum.,Segment 0.0; interval adjusted leftward from 18 to include full debt clause
924,bdf62c81-286c-407f-98f4-8674d658779b_2,a-na 2 ITU.KAM i-ša-qal ITU.KAM na-ar-ma-ak a-šur ša ke-na-tim li-mu-um ša qá-tí a-mur-a-šur DUMU kà-ri-a,He will pay within 2 months. Month Narmak-Aššur-ša-kēnātim eponymy after that of Amur-Aššur son of Karriya.,Segment 1.0; interval (25-46) matches well
925,bdf62c81-286c-407f-98f4-8674d658779b_3,šu-ma lá iš-qú-ul 3 GÍN.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,If he has not paid he will add interest at the rate 3 shekels per month.,Segment 2.0; interval adjusted to include šu-ma lá iš-qú-ul which begins the conditional clause
926,bef66159-1735-403c-b33c-a6eae13b918f_0.0,18 ma-na KÙ.BABBAR ṣa-ru-pá-am en-um-a-šùr DUMU sú-kà-lí-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé,Ennam-Aššur son of Sukkalliya has received 18 minas of refined silver from the proceeds of Ušinalam's wool.,Interval adjusted to end at token 13 (il₅-qé) which corresponds to 'has received'
927,bef66159-1735-403c-b33c-a6eae13b918f_1.0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI <gap> DUMU en-na-nim IGI ku-<gap> DUMU IŠTAR-<gap>,Witnessed by Aššur-imittī son of Dudiki by <gap> son of Ennānum by Ku<gap> son of Ištar<gap>,Witness list with gaps; guide translation names differ from actual transliteration due to gaps — aligned translation follows high-quality training translation
928,bf4ff8e8-bec1-41a8-b0ac-515ec6419303_0.0,2 e-ma-re-e a-na 0.5 ma-na 3 GÍN KÙ.BABBAR 2 e-ma-re a-na 0.3333 ma-na 5.5 GÍN KÙ.BABBAR 1.5 GÍN KÙ.BABBAR i-na ší-im TÚG-ba-tim ša a-na a-ší-tí-šu tí-sà-ba-am iš-ú-mu-ú ŠU.NÍGIN 1 ma-na KÙ.BABBAR i-na li-bi a-lu-ta-ni ḫu-ša-na-lim IGI ḫu-na-da-du-a e-me-šu ú ší-ší-im ša a-lu-ta-ni IGI ba-za-za-a,2 donkeys for 33 shekels of silver 2 donkeys for 25.5 shekels of silver 1.5 shekel of silver from the price of a textile when he bought a tisabu-garment for his wife — in all 1 mina of silver due from Alutani Husanalum witnessed by Hunadadu'a his son-in-law and the <gap> of Alutani and Bazazaya.,Segment break after ba-za-za-a (token 44); interval adjusted from suggested (1-48) to end at IGI ba-za-za-a
